"idDrink","strDrink","strDrinkAlternate","strDrinkES","strDrinkDE","strDrinkFR","strDrinkZH-HANS","strDrinkZH-HANT","strTags","strVideo","strCategory","strIBA","strAlcoholic","strGlass","strInstructions","strInstructionsES","strInstructionsDE","strInstructionsFR","strInstructionsZH-HANS","strInstructionsZH-HANT","strDrinkThumb","strIngredient1","strIngredient2","strIngredient3","strIngredient4","strIngredient5","strIngredient6","strIngredient7","strIngredient8","strIngredient9","strIngredient10","strIngredient11","strIngredient12","strIngredient13","strIngredient14","strIngredient15","strMeasure1","strMeasure2","strMeasure3","strMeasure4","strMeasure5","strMeasure6","strMeasure7","strMeasure8","strMeasure9","strMeasure10","strMeasure11","strMeasure12","strMeasure13","strMeasure14","strMeasure15","strCreativeCommonsConfirmed","dateModified"
"17214","Russian Spring Punch",NA,NA,NA,NA,NA,NA,"IBA,NewEra",NA,"Ordinary Drink","New Era Drinks","Alcoholic","Highball glass","Pour the ingredients into an highball glass, top with Sparkling wine.",NA,"Die Zutaten in ein Highball-Glas geben und mit Sekt auffüllen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg","Vodka","Creme de Cassis","Sugar Syrup","Lemon Juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5 cl","1.5 cl","1 cl","2.5 cl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 18:31:28"
"16984","Radioactive Long Island Iced Tea",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Collins Glass","Pour all ingredients over ice in a very tall glass. Sip cautiously.",NA,"Alle Zutaten in einem sehr hohen Glas über Eis gießen. Vorsichtig nippen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg","Rum","Vodka","Tequila","Gin","Triple sec","Chambord raspberry liqueur","Midori melon liqueur","Malibu rum",NA,NA,NA,NA,NA,NA,NA,"1 oz ","1 oz ","1 oz ","1 oz ","1 oz ","1 oz ","1 oz ","1 oz ",NA,NA,NA,NA,NA,NA,NA,"No","2017-08-24 09:31:52"
"17141","Smut",NA,NA,NA,NA,NA,NA,NA,NA,"Punch / Party Drink",NA,"Alcoholic","Beer mug","Throw it all together and serve real cold.",NA,"Schütte alles zusammen und serviere es kalt.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg","Red wine","Peach schnapps","Pepsi Cola","Orange juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3 part ","1 shot ","1/3 part ","1/3 part ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 16:23:32"
"17215","Spritz",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink","New Era Drinks","Alcoholic","Old-Fashioned glass","Build into glass over ice, garnish and serve.",NA,"Über Eis in Glas einfüllen, garnieren und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg","Prosecco","Campari","Soda Water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 cl","4 cl","splash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 18:34:25"
"12127","Sazerac",NA,NA,NA,NA,NA,NA,"IBA,Classic",NA,"Ordinary Drink","Unforgettables","Alcoholic","Old-fashioned glass","Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",NA,"Ein gekühltes old-fashioned Glas mit dem Absinth ausspülen, zerstoßenes Eis hinzufügen und beiseite stellen. Die restlichen Zutaten über das Eis geben und beiseite stellen. Entsorgen Sie das Eis und den überschüssigen Absinth aus dem vorbereiteten Glas und seihen Sie das Getränk in das Glas. Die Zitronenschale als Garnierung hinzufügen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg","Ricard","Sugar","Peychaud bitters","Water","Bourbon","Lemon peel",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 tsp ","1/2 tsp superfine ","2 dashes ","1 tsp ","2 oz ","1 twist of ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2015-08-18 15:13:28"
"12130","Scooter",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",NA,"Alle Zutaten gut mit gebrochenem Eis schütteln, in ein Cocktailglas abseihen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg","Brandy","Amaretto","Light cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz ","1 oz ","1 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-01-02 20:18:27"
"12196","Sidecar",NA,NA,NA,NA,NA,NA,"IBA,Classic",NA,"Ordinary Drink","Unforgettables","Alcoholic","Cocktail glass","Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.",NA,"Alle Zutaten in einen mit Eis gefüllten Cocktailshaker geben. Gut schütteln und in ein Cocktailglas abseihen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/stwxuq1439906852.jpg","Cognac","Cointreau","Lemon juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 oz ","1/2 oz ","1 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2015-08-18 15:07:32"
"17193","Stinger",NA,NA,NA,NA,NA,NA,"IBA,Classic",NA,"Ordinary Drink","Unforgettables","Alcoholic","Cocktail glass","Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",NA,"In ein Mischglas mit Eis geben, umrühren und in ein Cocktailglas abseihen. Kann auch auf Eiswürfeln in einem Steinglas serviert werden.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg","Brandy","White Creme de Menthe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","1/2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 12:40:33"
"14195","Snowball",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Highball glass","Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.",NA,"Einen Eiswürfel in das Glas geben und 4,5 cl. Advocaat hinzufügen. Das Glas mit Limonade füllen und mit einer Scheibe Zitrone dekorieren. Sofort servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg","Advocaat","Lemonade","Lemon","Ice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","8-10 oz cold ","1 slice ","cubes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-06 23:03:36"
"16985","Shot-gun",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Shot glass","Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.",NA,"Gießen Sie ein Teil Jack Daniels und ein Teil Jim Beam in ein Schnapsglas und lassen Sie Wild Turkey darauf treiben.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg","Jim Beam","Jack Daniels","Wild Turkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 part ","1 part ","1 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-08-24 09:33:03"
"178322","Spice 75",NA,NA,NA,NA,NA,NA,"Christmas",NA,"Cocktail",NA,"Alcoholic","Wine Glass","Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.",NA,NA,NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg","Sugar","Allspice","Rum","Lime Juice","Champagne","Orange spiral","",NA,NA,NA,NA,NA,NA,NA,NA,"60 ml","1 tblsp","20 cl","90 ml","6 cl","Garnish with","",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA
"12107","Salty Dog",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Highball glass","Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",NA,"Alle Zutaten über Eiswürfel in ein Highball-Glas gießen. Gut umrühren und servieren. (Wodka kann durch Gin ersetzt werden, wenn gewünscht.)",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg","Grapefruit juice","Gin","Salt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 oz ","1 1/2 oz ","1/4 tsp ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-08 18:03:36"
"12308","Stone Sour",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Whiskey sour glass","Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",NA,"Alle Zutaten mit Eis schütteln, in ein gekühltes Whiskey-Sourglas abseihen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg","Apricot brandy","Orange juice","Sweet and sour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz ","1 oz ","1 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-09-01 09:51:35"
"13020","Sangria #1",NA,NA,NA,NA,NA,NA,NA,NA,"Punch / Party Drink",NA,"Alcoholic","Pitcher","Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.",NA,"Alles in einem Krug vermischen und im Kühlschrank aufbewahren. Nach Belieben Nelken und Zimtstangen hinzufügen. In Weingläsern servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg","Red wine","Sugar","Orange juice","Lemon juice","Cloves","Cinnamon",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 bottle ","1/2 cup ","1 cup ","1 cup ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2015-09-03 04:01:20"
"13377","Sea breeze",NA,NA,NA,NA,NA,NA,"IBA,ContemporaryClassic",NA,"Ordinary Drink","Contemporary Classics","Alcoholic","Highball glass","Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.",NA,"Alle Zutaten in einem mit Eis gefüllten Highball-Glas vermengen. Mit Limettenkeil garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg","Vodka","Cranberry juice","Grapefruit juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","4 oz ","1 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 17:59:22"
"12158","Scotch Sour",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Whiskey sour glass","Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",NA,"Scotch, Limettensaft und Puderzucker mit Eis schütteln und in ein Whiskey-Sourglas abseihen. Mit 1/2 Scheibe Zitrone dekorieren, mit der Kirsche belegen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg","Scotch","Lime","Powdered sugar","Lemon","Cherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","Juice of 1/2 ","1/2 tsp ","1/2 slice ","1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-08 18:07:16"
"12162","Screwdriver",NA,NA,NA,NA,NA,NA,"IBA",NA,"Ordinary Drink","Unforgettables","Alcoholic","Highball glass","Mix in a highball glass with ice. Garnish and serve.",NA,"In einem Highball-Glas mit Eis mischen. Garnieren und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg","Vodka","Orange juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 12:36:47"
"12190","Sherry Flip",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Nick and Nora Glass","Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.",NA,"Alle Zutaten (außer Muskatnuss) mit Eis schütteln und in ein Whiskey-Sourglas abseihen. Muskatnuss darüber streuen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg","Sherry","Light cream","Powdered sugar","Egg","Nutmeg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz cream ","2 tsp ","1 tsp ","1 whole ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-11-10 23:27:08"
"16990","Sweet Tooth",NA,NA,NA,NA,NA,NA,NA,NA,"Milk / Float / Shake",NA,"Alcoholic","Highball Glass","Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",NA,"Geben Sie 2 Spritzer Godiva Liquour in ein Glas, geben Sie so viel Milch hinzu, wie Sie möchten.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg","Godiva liqueur","Milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 shots ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-08-24 09:37:01"
"12256","Sol Y Sombra",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Brandy snifter","Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",NA,"Die Zutaten mit Eis schütteln, in ein Brandyglas abseihen und servieren. (Die englische Übersetzung des Namens dieses Getränks lautet ""Sonne und Schatten"", und nachdem Sie dieses Getränk probiert haben, werden Sie verstehen, warum. Danke, Kirby.)",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg","Brandy","Anisette",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","1 1/2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-08-22 19:19:43"
"16273","Shark Attack",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Alcoholic","Pitcher","Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!",NA,"Limonade und Wasser nach Anleitung auf dem Dosenrücken mischen. Wenn die Anweisungen besagen, 4 1/3 Dosen Wasser hinzuzufügen, tun Sie dies. In den Krug mischen. Füge 1 1/2 Tasse Wodka (Absolut) hinzu. Gut mischen. In ein Glas zerstoßenes Eis gießen. Ausgezeichnet!",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg","Lemonade","Water","Vodka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 can ","3 cans ","1 1/2 cup ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-07 15:07:37"
"12188","Sherry Eggnog",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Collins glass","Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",NA,"Sherry, Puderzucker und Ei mit Eis schütteln und in ein Collins-Glas abseihen. Mit Milch füllen und umrühren. Muskatnuss darüber streuen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg","Sherry","Powdered sugar","Egg","Milk","Nutmeg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 oz cream ","1 tsp ","1 whole ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-11-10 23:29:01"
"12724","Sweet Bananas",NA,NA,NA,NA,NA,NA,NA,NA,"Milk / Float / Shake",NA,"Non alcoholic","Highball Glass","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",NA,"Alle Zutaten in den Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg","Milk","Banana","Honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 cups ","1 ","1 tblsp ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-02-20 15:09:05"
"13024","Sweet Sangria",NA,NA,NA,NA,NA,NA,NA,NA,"Punch / Party Drink",NA,"Alcoholic","Pitcher","Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",NA,"Den Zucker in heißem Wasser auflösen und abkühlen lassen. Die Zitrusfrüchte schälen und stückeln. Wein, Zuckersirup, Obst und Fresca in einem Krug mischen und für einige Stunden in den Kühlschrank stellen. In hohen Gläsern mit einem Strohhalm servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg","Red wine","Sugar","Water","Apple","Orange","Lime","Lemon","Fresca",NA,NA,NA,NA,NA,NA,NA,"2 bottles ","1 cup ","2 cups hot ","1 cup"," wedges
"," wedges
",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-07-19 11:30:28"
"15184","San Francisco",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Highball glass","Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",NA,"Nimm ein hohes Glas und lege ein paar Eiswürfel hinein, fülle den Wodka darüber und fülle ihn mit Saft, dann die ""Creme"", um die Grenadine einzufüllen, aber sehr vorsichtig an der Seite des Glases, damit sie sich am Boden niederlässt. Garniere mit Orange und Erdbeere.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg","Vodka","Creme de Banane","Grenadine","Orange juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 cl ","2 cl ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-08 17:59:21"
"15226","Space Odyssey",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Highball glass","Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.",NA,"Füllen Sie das Glas mit Eis und fügen Sie Spritzer von Bacardi und Malibu hinzu. Einen Spritzer Ananassaft dazugeben und mit Orangensaft auffüllen. Grenadine als Farbstoff beigeben und mit Kirschen garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg","151 proof rum","Malibu rum","Pineapple juice","Orange juice","Grenadine","Cherries",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 shot Bacardi ","1 shot ","1 shot ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-07 21:57:23"
"12138","Scotch Cobbler",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Old-fashioned glass","Pour scotch, brandy, and curacao over ice in an old-fashioned glass. Add the orange slice, top with the mint sprig, and serve.",NA,"Gießen Sie Scotch, Brandy und Curacao in einem old-fashioned Glas über Eis. Die Orangenscheibe dazugeben, mit dem Minzzweig garnieren und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/1q7coh1504736227.jpg","Scotch","Brandy","Curacao","Orange","Mint",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 oz ","4 dashes ","4 dashes ","1 slice ","1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-06 23:17:07"
"12780","Spiking coffee",NA,NA,NA,NA,NA,NA,NA,NA,"Coffee / Tea",NA,"Non alcoholic","Coffee mug","Incidentally, a pinch of cinnamon is indeed a nice addition to coffee but true heaven is a cardamom seed. Of course, you serve it in a coffee mug.",NA,"Übrigens ist eine Prise Zimt in der Tat eine schöne Ergänzung zum Kaffee, aber der wahre Himmel ist ein Kardamomkern. Natürlich servieren Sie es in einer Kaffeetasse.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/isql6y1487602375.jpg","Coffee","Cinnamon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-02-20 14:52:55"
"15521","Swedish Coffee",NA,NA,NA,NA,NA,NA,NA,NA,"Coffee / Tea",NA,"Alcoholic","Coffee Mug","Pour the coffee in an ordinary coffee cup. Add the aquavit. Add sugar by taste. Stir and have a nice evening (morning)",NA,"Gießen Sie den Kaffee in eine normale Kaffeetasse. Füge den Aquavit hinzu. Nach Belieben Zucker zugeben. Rühren Sie um und genießen Sie einen schönen Abend.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/ywtrvt1441246783.jpg","Coffee","Aquavit","Sugar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 cup","4 cl ","By taste ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2015-09-03 03:19:43"
"12214","Singapore Sling",NA,NA,NA,NA,NA,NA,"IBA,ContemporaryClassic",NA,"Ordinary Drink","Contemporary Classics","Alcoholic","Hurricane glass","Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.",NA,"Alle Zutaten in einen mit Eiswürfeln gefüllten Cocktailshaker geben. Gut schütteln. In ein Highball-Glas abseihen. Mit Ananas und Cocktailkirsche garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/7dozeg1582578095.jpg","Cherry brandy","Grenadine","Gin","Sweet and sour","Carbonated water","Cherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 oz ","1/2 oz ","1 oz ","2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","2015-08-18 14:58:08"
"13389","Snake Bite (UK)",NA,NA,NA,NA,NA,NA,NA,NA,"Beer",NA,"Alcoholic","Pint glass","Pour ingredients into a pint glass. Drink. Fall over.",NA,"Zutaten in ein Glas geben. Trink. Fall um.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/xuwpyu1441248734.jpg","Lager","Cider",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 pint ","1/2 pint sweet or dry ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2015-09-03 03:52:14"
"178306","Slippery Nipple",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Shot glass","Pour the Sambuca into a shot glass, then pour the Irish Cream on top so that the two liquids do not mix.",NA,NA,NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/l9tgru1551439725.jpg","Sambuca","Irish cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 part","1 part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2019-03-01 11:28:45"
"12198","Sidecar Cocktail",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","Shake all ingredients with ice, strain into a cocktail glass, and serve.",NA,"Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/ewjxui1504820428.jpg","Brandy","Triple sec","Lemon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz ","1/2 oz ","Juice of 1/4 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-07 22:40:28"
"12754","Sex on the Beach",NA,NA,NA,NA,NA,NA,"IBA,ContemporaryClassic",NA,"Ordinary Drink","Contemporary Classics","Alcoholic","Highball glass","Build all ingredients in a highball glass filled with ice. Garnish with orange slice.",NA,"Alle Zutaten in einem mit Eis gefüllten Highball-Glas geben. Mit einer Orangenscheibe garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/lijtw51551455287.jpg","Vodka","Peach schnapps","Cranberry juice","Grapefruit juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz ","3/4 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-07-21 10:12:45"
"13625","Screaming Orgasm",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","Pour first vodka, then Bailey's, then Kahlua into a cocktail glass over crushed ice. Stir. Caution: use only high quality vodka. Cheap vodka can cause the Bailey's to curdle. Test your brand of vodka by mixing 1 Tsp each of vodka and Bailey's first.",NA,"Gießen Sie zuerst Wodka, dann Bailey's, dann Kahlua in ein Cocktailglas über zerstoßenes Eis. Rühren. Achtung: Verwenden Sie nur hochwertigen Wodka. Billiger Wodka kann dazu führen, dass der Bailey's gerinnt. Testen Sie Ihre Wodka-Marke, indem Sie jeweils 1 Teelöffel Wodka und einen Teelöffel Bailey's mischen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/x894cs1504388670.jpg","Vodka","Baileys irish cream","Kahlua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz ","1 1/2 oz ","1/2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-02 22:44:30"
"178308","Spritz Veneziano",NA,NA,NA,NA,NA,NA,"Kids,Calorific",NA,"Cocktail",NA,"Alcoholic","Wine Glass","Build into glass over ice, garnish and serve.",NA,NA,NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/51ezka1551456113.jpg","Prosecco","Aperol","Soda Water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 cl","4 cl","Top",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA
